state_code,municipality_code,risk_prediction,year,support_count,social_assistance_count,outpatient_consultation_count,hospitalization_count,carcinogenic_water_sources_count,water_sources_carcinogens_2B,water_sources_carcinogens_1,emission_concentration,marginalization,electricity_fuel,firewood_fuel,oil_fuel,brick_factory,stationary_risk_sources
2,4,-99.7860309771202,2019,79.0,12.0,24952.0,12581.0,0.0,0.0,0.0,120187.64617739999,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,54.92407952772231,2020,109.0,12.0,25012.0,12591.0,0.0,0.0,0.0,372893.13417740003,632.3694471560001,0.0,0.0,0.0,4.0,5.0
2,4,-70.31409965178278,2021,109.0,12.0,25075.0,12969.0,0.0,0.0,0.0,20495.3512774,632.369447156,0.0,0.0,0.0,4.0,5.0
2,4,-60.203789325554844,2022,109.0,12.0,25075.0,12969.0,0.0,0.0,0.0,13960.7620519,632.369447156,0.0,0.0,0.0,4.0,5.0
2,5,0.6719211873244454,2009,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0518131944,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,0.7766439263752651,2010,0.0,0.0,6.0,31.0,0.0,0.0,0.0,0.136771,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,0.3710719865589594,2011,0.0,0.0,7.0,31.0,0.0,0.0,0.0,6.3430067144,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,0.8053008770023584,2012,0.0,0.0,9.0,33.0,0.0,0.0,0.0,0.0032041944,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,1.093145561667132,2013,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0148315852,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,2.020033704691029,2014,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,2.020033704691029,2015,0.0,0.0,13.0,33.0,0.0,0.0,0.0,0.0,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,2.5508979005028154,2016,0.0,0.0,17.0,33.0,0.0,0.0,0.0,0.0,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,0.3906874577325854,2017,0.0,0.0,117.0,33.0,0.0,0.0,0.0,0.0,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,0.08562096299367505,2018,0.0,0.0,118.0,33.0,0.0,0.0,0.0,0.0,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,8.621211789727553,2020,0.0,0.0,131.0,33.0,0.0,0.0,0.0,42308.5054,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,3.488220319321133,2021,0.0,0.0,132.0,33.0,0.0,0.0,0.0,7445.919000000001,75.130914588,0.0,0.0,0.0,8.0,9.0
2,5,3.301933849599826,2022,0.0,0.0,132.0,33.0,0.0,0.0,0.0,7559.845600000001,75.130914588,0.0,0.0,0.0,8.0,9.0
2,6,-0.6901032654029225,2022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.034852063,0.0,0.0,0.0,0.0,0.0
3,1,0.5486842649977675,2010,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,71.747099824,0.0,0.0,0.0,0.0,0.0
3,1,0.26731273241135145,2011,4.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,71.747099824,0.0,0.0,0.0,0.0,0.0
